iata,icao,name,lat,lon,iso_country
HEI,EDXB,Heide-Büsum Airport,54.15333176,8.901666641,DE
HEL,EFHK,Helsinki Vantaa Airport,60.3172,24.963301,FI
HEM,EFHF,Helsinki Malmi Airport,60.254601,25.042801,FI
HER,LGIR,Heraklion International Nikos Kazantzakis Airport,35.33969879,25.18029976,GR
HEW,LGAT,Athen Helenikon Airport,37.893299,23.726101,GR
HFN,BIHN,Hornafjörður Airport,64.295601,-15.2272,IS
HFS,ESOH,Hagfors Airport,60.02009964,13.57890034,SE
HFT,ENHF,Hammerfest Airport,70.67970276,23.66860008,NO
HGL,EDXH,Helgoland-Düne Airport,54.18527985,7.915832996,DE
HHN,EDFH,Frankfurt-Hahn Airport,49.9487,7.26389,DE
HKV,BG-HKV,Malevo Airport,41.87179947,25.60479927,BG
HLF,ESSF,Hultsfred Airport,57.525799,15.8233,SE
HLO,BIID,Ingjaldssanður Airport,66.05000305,-23.69610023,IS
HMJ,UKLH,Khmelnytskyi Airport,49.359699,26.933399,UA
HMR,ENHA,Stafsberg Airport,60.81809998,11.06799984,NO
HMV,ESUT,Hemavan Airport,65.806099,15.0828,SE
HOH,LOIH,Hohenems-Dornbirn Airfield,47.384998,9.7,AT
HOQ,EDQM,Hof-Plauen Airport,50.28861237,11.85638905,DE
HOR,LPHR,Horta Airport,38.51990128,-28.71590042,PT
HOV,ENOV,"Ørsta-Volda Airport, Hovden",62.18000031,6.074100018,NO
HOY,GB-0070,Hoy/Longhope Airfield,58.791779,-3.216076,GB
HRK,UKHH,Kharkiv International Airport,49.92480087,36.29000092,UA
HRT,EGXU,RAF Linton-On-Ouse,54.0489006,-1.252750039,GB
HSK,LEHC,Huesca/Pirineos Airport,42.076099,-0.316667,ES
HTA,UIAA,Chita-Kadala Airport,52.026299,113.306,RU
HUV,ESNH,Hudiksvall Airport,61.76810074,17.08069992,SE
HUY,EGNJ,Humberside Airport,53.57440186,-0.350832999,GB
HVG,ENHV,Valan Airport,71.00969696,25.98360062,NO
HVK,BIHK,Hólmavík Airport,65.70469666,-21.69639969,IS
HVM,BIHV,Krókstaðarmelar Airport,65.2664032,-20.84690094,IS
HYC,EGTB,Wycombe Air Park,51.61169815,-0.80833298,GB
HYV,EFHV,Hyvinkää Airfield,60.6544,24.8811,FI
HZB,LFQT,Merville-Calonne Airport,50.61840057,2.642240047,FR
HZK,BIHU,Húsavík Airport,65.952301,-17.426001,IS
IAR,UUDL,Tunoshna Airport,57.56069946,40.15739822,RU
IAS,LRIA,Ia?i Airport,47.17850113,27.62059975,RO
IBZ,LEIB,Ibiza Airport,38.8728981,1.37311995,ES
IDB,ESUE,Idre Airport,61.86970139,12.68939972,SE
IDY,LFEY,Île d'Yeu Airport,46.71860123,-2.391109943,FR
IEG,EPZG,Zielona Góra-Babimost Airport,52.13850021,15.7986002,PL
IES,EDAU,Riesa-Göhlis Airport,51.29360962,13.35611057,DE
IEV,UKKK,Kiev Zhuliany International Airport,50.40194,30.45194,UA
IFJ,BIIS,Ísafjörður Airport,66.05809784,-23.13529968,IS
IFO,UKLI,Ivano-Frankivsk International Airport,48.88420105,24.68610001,UA
IGS,ETSI,Ingolstadt Manching Airport,48.71569824,11.5340004,DE
IGT,URMS,Magas Airport,43.32229996,45.01259995,RU
IIA,EIMN,Inishmaan Aerodrome,53.0929985,-9.568059921,IE
IJK,USII,Izhevsk Airport,56.8280983,53.45750046,RU
ILD,LEDA,Lleida-Alguaire Airport,41.728185,0.535023,ES
ILH,ETIK,Illesheim Air Base,49.47389984,10.38809967,DE
ILY,EGPI,Islay Airport,55.68190002,-6.256669998,GB
ILZ,LZZI,Žilina Airport,49.23149872,18.6135006,SK
INI,LYNI,Nis Airport,43.337299,21.853701,RS
INN,LOWI,Innsbruck Airport,47.260201,11.344,AT
INQ,EIIR,Inisheer Aerodrome,53.06470108,-9.510899544,IE
INV,EGPE,Inverness Airport,57.54249954,-4.047500134,GB
IOA,LGIO,Ioannina Airport,39.69639969,20.82250023,GR
IOM,EGNS,Isle of Man Airport,54.08330154,-4.623889923,IM
IOR,EIIM,Inishmore Aerodrome,53.1067009,-9.653610229,IE
ISC,EGHE,St. Mary's Airport,49.91329956,-6.291669846,GB
ITU,UHSI,Iturup Airport,45.256389,147.95549,RU
IVG,LYBR,Berane Airport,42.8390007,19.86199951,ME
IVL,EFIV,Ivalo Airport,68.6072998,27.40530014,FI
IWA,UUBI,Ivanovo South Airport,56.93939972,40.94079971,RU
JAM,BG-JAM,Bezmer Air Base,42.45489883,26.35219955,BG
JCA,FR-JCA,Croisette Heliport,43.5359993,7.037360191,FR
JCU,GECE,Ceuta Heliport,35.89279938,-5.306389809,ES
JDP,LFPI,Paris Issy-les-Moulineaux Heliport,48.83330154,2.272779942,FR
JER,EGJJ,Jersey Airport,49.207901,-2.195509911,JE
JIK,LGIK,Ikaria Airport,37.68270111,26.3470993,GR
JKG,ESGJ,Jönköping Airport,57.75759888,14.06869984,SE
JKH,LGHI,Chios Island National Airport,38.34320068,26.1406002,GR
JKL,LGKY,Kalymnos Airport,36.9632988,26.94059944,GR
JMK,LGMK,Mikonos Airport,37.43510056,25.34810066,GR
JNX,LGNX,Naxos Airport,37.08110046,25.36809921,GR
JOE,EFJO,Joensuu Airport,62.662899,29.6075,FI
JOK,UWKJ,Yoshkar-Ola Airport,56.70059967,47.90470123,RU
JSH,LGST,Sitia Airport,35.21609879,26.10129929,GR
JSI,LGSK,Skiathos Island National Airport,39.17710114,23.50370026,GR
JSY,LGSO,Syros Airport,37.42279816,24.95089912,GR
JTR,LGSR,Santorini Airport,36.39920044,25.47929955,GR
JTY,LGPL,Astypalaia Airport,36.57989883,26.37579918,GR
JUI,EDWJ,Juist Airport,53.68111038,7.055832863,DE
JYV,EFJY,Jyväskylä Airport,62.399502,25.678301,FI
KAJ,EFKI,Kajaani Airport,64.2855,27.6924,FI
KAO,EFKS,Kuusamo Airport,65.987602,29.239401,FI
KAU,EFKA,Kauhava Airfield,63.127102,23.051399,FI
KBP,UKBB,Boryspil International Airport,50.34500122,30.8946991,UA
KDL,EEKA,Kärdla Airport,58.99079895,22.83069992,EE
KDY,RU-0200,Typliy Klyuch Airport,62.78900146,136.8549957,RU
KEF,BIKF,Keflavik International Airport,63.985001,-22.6056,IS
KEL,EDHK,Kiel-Holtenau Airport,54.37944412,10.14527798,DE
KEM,EFKE,Kemi-Tornio Airport,65.77870178,24.58209991,FI
KEV,EFHA,Halli Airport,61.856039,24.786686,FI
KGD,UMKK,Khrabrovo Airport,54.88999939,20.59259987,RU
KGO,UKKG,Kirovograd Airport,48.5428009,32.28499985,UA
KGS,LGKO,Kos Airport,36.79330063,27.0916996,GR
KHC,UKFK,Kerch Airport,45.37250137,36.40140152,UA
KHE,UKOH,Kherson International Airport,46.6758,32.506401,UA
KHJ,EFKJ,Kauhajoki Airfield,62.462502,22.393101,FI
KHU,UA-0050,Kakhnovka Airfield,49.1342,33.4766,UA
KID,ESMK,Kristianstad Airport,55.92169952,14.08549976,SE
KIR,EIKY,Kerry Airport,52.18090057,-9.523779869,IE
KIT,LGKC,Kithira Airport,36.27429962,23.0170002,GR
KIV,LUKK,Chi?in?u International Airport,46.92770004,28.93099976,MD
KJA,UNKL,Yemelyanovo Airport,56.172901,92.493301,RU
KJK,EBKT,Wevelgem Airport,50.8172,3.20472,BE
KKN,ENKR,Kirkenes Airport (Høybuktmoen),69.72579956,29.8913002,NO
KKQ,USDP,Krasnoselkup Airport,65.717,82.455,RU
KKY,EIKK,Kilkenny Airport,52.6507988,-7.296110153,IE
KLD,UUEM,Migalovo Air Base,56.8246994,35.75770187,RU
KLF,UUBC,Grabtsevo Airport,54.54999924,36.3666687,RU
KLR,ESMQ,Kalmar Airport,56.6855011,16.28759956,SE
KLU,LOWK,Klagenfurt Airport,46.642502,14.3377,AT
KLV,LKKV,Karlovy Vary International Airport,50.20299911,12.91499996,CZ
KLX,LGKL,Kalamata Airport,37.06829834,22.02549934,GR
KMW,UUBA,Kostroma Sokerkino Airport,57.7969017,41.01940155,RU
KNF,EGYM,RAF Marham,52.648395,0.550692,GB
KOI,EGPA,Kirkwall Airport,58.95780182,-2.904999971,GB
KOK,EFKK,Kokkola-Pietarsaari Airport,63.721199,23.143101,FI
KOQ,EDCK,Köthen Airport,51.7211113,11.95277786,DE
KPW,UHMK,Keperveem Airport,67.845001,166.139999,RU
KRF,ESNK,Kramfors Sollefteå Airport,63.04859924,17.76889992,SE
KRH,EGKR,Redhill Aerodrome,51.21360016,-0.138611004,GB
KRK,EPKK,Kraków John Paul II International Airport,50.077702,19.7848,PL
KRN,ESNQ,Kiruna Airport,67.8219986,20.33679962,SE
KRP,EKKA,Karup Airport,56.29750061,9.124629974,DK
KRQ,UKCK,Kramatorsk Airport,48.70560074,37.62889862,UA
KRR,URKK,Krasnodar Pashkovsky International Airport,45.03469849,39.17050171,RU
KRS,ENCN,Kristiansand Airport,58.204201,8.08537,NO
KSC,LZKZ,Košice Airport,48.6631012,21.24110031,SK
KSD,ESOK,Karlstad Airport,59.44469833,13.33740044,SE
KSF,EDVK,Kassel-Calden Airport,51.417273,9.384967,DE
KSJ,LGKS,Kasos Airport,35.42139816,26.90999985,GR
KSK,ESKK,Karlskoga Airport,59.34590149,14.49590015,SE
KSO,LGKA,Kastoria National Airport,40.44630051,21.28219986,GR
KSU,ENKB,Kristiansund Airport (Kvernberget),63.11180115,7.824520111,NO
KSZ,ULKK,Kotlas Airport,61.2358017,46.69749832,RU
KTQ,EFIT,Kitee Airport,62.1661,30.073601,FI
KTT,EFKT,Kittilä Airport,67.7009964,24.84679985,FI
KTW,EPKT,Katowice International Airport,50.4743,19.08,PL
KUF,UWWW,Kurumoch International Airport,53.50490189,50.16429901,RU
KUN,EYKA,Kaunas International Airport,54.96390152,24.08480072,LT
KUO,EFKU,Kuopio Airport,63.007099,27.7978,FI
KVA,LGKV,Alexander the Great International Airport,40.91329956,24.61919975,GR
KVB,ESGR,Skövde Airport,58.45640182,13.97270012,SE
KVK,ULMK,Kirovsk-Apatity Airport,67.46330261,33.5882988,RU
KVM,UHMO,Markovo Airport,64.667,170.417007,RU
KVO,LYKV,Morava Airport,43.818298,20.5872,RS
KVR,UHWK,Kavalerovo Airport,44.2726,135.029,RU
KVX,USKK,Pobedilovo Airport,58.50329971,49.34830093,RU
KWG,UKDR,Kryvyi Rih International Airport,48.04330063,33.20999908,UA
KZG,ETIN,Flugplatz Kitzingen,49.743099,10.2006,DE
KZI,LGKZ,Filippos Airport,40.28609848,21.84079933,GR
KZN,UWKD,Kazan International Airport,55.60620117,49.27870178,RU
KZS,LGKJ,Kastelorizo Airport,36.14170074,29.57640076,GR
LAI,LFRO,Lannion-Côte de Granit Airport,48.754398,-3.47166,FR
LBA,EGNM,Leeds Bradford Airport,53.86589813,-1.660570025,GB
LBC,EDHL,Lübeck Blankensee Airport,53.80540085,10.71920013,DE
LBG,LFPB,Paris-Le Bourget Airport,48.9693985,2.441390038,FR
LBI,LFCI,Albi-Le Séquestre Airport,43.91389847,2.113059998,FR
LBY,LFRE,La Baule-Escoublac Airport,47.28939819,-2.346390009,FR
LCC,LIBN,Lecce Galatina Air Base,40.239201,18.133301,IT
LCG,LECO,A Coruña Airport,43.302101,-8.37726,ES
LCJ,EPLL,?ód? W?adys?aw Reymont Airport,51.72190094,19.3980999,PL
LCV,LIQL,Lucca-Tassignano Airport,43.825825,10.577928,IT
LCY,EGLC,London City Airport,51.505299,0.055278,GB
LDE,LFBT,Tarbes-Lourdes-Pyrénées Airport,43.17869949,-0.006439,FR
LDG,ULAL,Leshukonskoye Airport,64.89600372,45.72299957,RU
LDK,ESGL,Lidköping-Hovby Airport,58.4655,13.1744,SE
LDV,LFRJ,Landivisiau Air Base,48.53030014,-4.151639938,FR
LDY,EGAE,City of Derry Airport,55.0428009,-7.161109924,GB
LED,ULLI,Pulkovo Airport,59.8003006,30.26250076,RU
LEH,LFOH,Le Havre Octeville Airport,49.53390121,0.088055998,FR
LEI,LEAM,Almería International Airport,36.84389877,-2.370100021,ES
LEJ,EDDP,Leipzig/Halle Airport,51.423889,12.236389,DE
LEN,LELN,Leon Airport,42.5890007,-5.655560017,ES
LEQ,EGHC,Land's End Airport,50.102798,-5.67056,GB
LEU,LESU,Pirineus - la Seu d'Urgel Airport,42.3386,1.40917,ES
LEY,EHLE,Lelystad Airport,52.4603,5.52722,NL
LGG,EBLG,Liège Airport,50.63740158,5.443220139,BE
LGO,EDWL,Langeoog Airport,53.74250031,7.497777939,DE
LGW,EGKK,London Gatwick Airport,51.148102,-0.190278,GB
LHA,EDTL,Lahr Airport,48.36930084,7.827720165,DE
LHR,EGLL,London Heathrow Airport,51.4706,-0.461941,GB
LID,EHVB,Valkenburg Naval Air Base,52.16609955,4.41794014,NL
LIG,LFBL,Limoges Airport,45.8628006,1.179440022,FR
LIL,LFQQ,Lille-Lesquin Airport,50.563332,3.086886,FR
LIN,LIML,Milano Linate Airport,45.445099,9.27674,IT
LIS,LPPT,Humberto Delgado Airport (Lisbon Portela Airport),38.7813,-9.13592,PT
LJU,LJLJ,Ljubljana Jože Pu?nik Airport,46.223701,14.4576,SI
LKL,ENNA,Banak Airport,70.06880188,24.9734993,NO
LKN,ENLK,Leknes Airport,68.15249634,13.6093998,NO
LKZ,EGUL,RAF Lakenheath,52.40930176,0.56099999,GB
LLA,ESPA,Luleå Airport,65.54380035,22.12199974,SE
LME,LFRM,Le Mans-Arnage Airport,47.94860077,0.201666996,FR
LMO,EGQS,RAF Lossiemouth,57.7052002,-3.339169979,GB
LMP,LICD,Lampedusa Airport,35.497898,12.6181,IT
LNX,XUBS,Smolensk North Airport,54.824,32.025,RU
LNZ,LOWL,Linz Hörsching Airport,48.2332,14.1875,AT
LPA,GCLP,Gran Canaria Airport,27.93190002,-15.38659954,ES
LPI,ESSL,Linköping City Airport,58.40620041,15.68050003,SE
LPK,UUOL,Lipetsk Airport,52.70280075,39.53779984,RU
LPL,EGGP,Liverpool John Lennon Airport,53.33359909,-2.849720001,GB
LPP,EFLP,Lappeenranta Airport,61.044601,28.144743,FI
LPX,EVLA,Liep?ja International Airport,56.51750183,21.09690094,LV
LPY,LFHP,Le Puy-Loudes Airport,45.08069992,3.7628901,FR
LRA,LGLR,Larisa Air Base,39.650253,22.4655,GR
LRH,LFBH,La Rochelle-Île de Ré Airport,46.17919922,-1.195279956,FR
LRS,LGLE,Leros Airport,37.184898,26.800301,GR
LRT,LFRH,Lorient South Brittany (Bretagne Sud) Airport,47.76060104,-3.440000057,FR
LSI,EGPB,Sumburgh Airport,59.87889862,-1.295560002,GB
LSO,LFOO,Les Sables-d'Olonne Talmont Airport,46.47689819,-1.722779989,FR
LSZ,LDLO,Lošinj Island Airport,44.56579971,14.39309978,HR
LTN,EGGW,London Luton Airport,51.87469864,-0.368333012,GB
LTQ,LFAT,Le Touquet-Côte d'Opale Airport,50.51739883,1.620589972,FR
LTR,EILT,Letterkenny Airfield,54.951302,-7.67283,IE
LTT,LFTZ,La Môle Airport,43.205399,6.482,FR
LUE,LZLU,Lu?enec Airport,48.33940125,19.73579979,SK
LUG,LSZA,Lugano Airport,46.00429916,8.910579681,CH
LUX,ELLX,Luxembourg-Findel International Airport,49.6233333,6.2044444,LU
LUZ,LUZ,Lublin Airport,51.240278,22.713611,PL
LVA,LFOV,Laval-Entrammes Airport,48.03139877,-0.742986023,FR
LWK,EGET,Lerwick / Tingwall Airport,60.19219971,-1.243610024,GB
LWO,UKLL,Lviv International Airport,49.8125,23.95610046,UA
LWR,EHLW,Leeuwarden Air Base,53.22859955,5.760560036,NL
LXS,LGLM,Limnos Airport,39.917099,25.23629951,GR
LYC,ESNL,Lycksele Airport,64.5483017,18.71619987,SE
LYE,EGDL,RAF Lyneham,51.5051,-1.99343,GB
LYM,EGMK,Lympne Airport,51.08,1.013,GB
LYN,LFLY,Lyon-Bron Airport,45.72719955,4.944270134,FR
LYR,ENSB,"Svalbard Airport, Longyear",78.24610138,15.46560001,NO
LYS,LFLL,Lyon Saint-Exupéry Airport,45.725556,5.081111,FR
LYX,EGMD,Lydd Airport,50.95610046,0.939167023,GB
MAD,LEMD,Adolfo Suárez Madrid–Barajas Airport,40.471926,-3.56264,ES
MAH,LEMH,Menorca Airport,39.86259842,4.218649864,ES
MAN,EGCC,Manchester Airport,53.35369873,-2.274950027,GB
MBX,LJMB,Maribor Airport,46.47990036,15.68610001,SI
MCM,LNMC,Monaco Heliport,43.725601,7.41917,MC
MCQ,LHMC,Miskolc Airport,48.13690186,20.79140091,HU
MCU,LFBK,Montluçon-Guéret Airport,46.22259903,2.363960028,FR
MCX,URML,Uytash Airport,42.81679916,47.65230179,RU
MEH,ENMH,Mehamn Airport,71.02970123,27.82670021,NO
MEN,LFNB,Mende-Brenoux Airfield,44.502102,3.53282,FR
MFX,LFKX,Méribel Altiport,45.407003,6.577942,FR
MGL,EDLN,Mönchengladbach Airport,51.230278,6.504444,DE
MHG,EDFM,Mannheim-City Airport,49.473057,8.514167,DE
MHP,UMMM,Minsk 1 Airport,53.864498,27.5397,BY
MHQ,EFMA,Mariehamn Airport,60.12220001,19.89819908,FI
MHZ,EGUN,RAF Mildenhall,52.36190033,0.486405998,GB
MIK,EFMI,Mikkeli Airport,61.6866,27.201799,FI
MJF,ENMS,Mosjøen Airport (Kjærstad),65.78399658,13.21490002,NO
MJT,LGMT,Mytilene International Airport,39.05670166,26.59830093,GR
MJV,LELC,San Javier Airport,37.77500153,-0.812389016,ES
MKA,LKMR,Mariánské Lázn? Airport,49.92279816,12.72469997,CZ
MLA,LMML,Malta International Airport,35.857498,14.4775,MT
MLN,GEML,Melilla Airport,35.27980042,-2.956259966,ES
MLO,LGML,Milos Airport,36.696899,24.4769,GR
MME,EGNV,Durham Tees Valley Airport,54.50920105,-1.429409981,GB
MMK,ULMM,Murmansk Airport,68.78170013,32.75080109,RU
MMX,ESMS,Malmö Sturup Airport,55.53630536,13.37619781,SE
MOL,ENML,Molde Airport,62.74470139,7.262499809,NO
MPL,LFMT,Montpellier-Méditerranée Airport,43.57619858,3.963010073,FR
MPW,UKCM,Mariupol International Airport,47.0760994,37.44960022,UA
MQF,USCM,Magnitogorsk International Airport,53.39310074,58.75569916,RU
MQJ,UEMA,Moma Airport,66.450861,143.261551,RU
MQN,ENRA,"Mo i Rana Airport, Røssvoll",66.36389923,14.30140018,NO
MRS,LFML,Marseille Provence Airport,43.43927192,5.221424103,FR
MRV,URMM,Mineralnyye Vody Airport,44.22510147,43.08190155,RU
MRW,EKMB,Lolland Falster Maribo Airport,54.699299,11.4401,DK
MSE,EGMH,Kent International Airport,51.342201,1.34611,GB
MSQ,UMMS,Minsk National Airport,53.88249969,28.03070068,BY
MST,EHBK,Maastricht Aachen Airport,50.911701,5.77014,NL
MUC,EDDM,Munich Airport,48.353802,11.7861,DE
MUC,XMUC,Flughafen München-Riem,48.13779831,11.69029999,DE
MVA,BIRL,Reykjahlíð Airport,65.65579987,-16.91810036,IS
MVQ,UMOO,Mogilev Airport,53.95489883,30.0951004,BY
MVV,LFHM,Megève Altiport,45.823005,6.649406,FR
MXN,LFRU,Morlaix-Ploujean Airport,48.60319901,-3.815779924,FR
MXP,LIMC,Malpensa International Airport,45.6306,8.72811,IT
MXR,UA-0049,Myrhorod Air Base,49.932,33.641,UA
MXX,ESKM,Mora Airport,60.957901,14.5114,SE
MZM,LFSF,Metz-Frescaty (BA 128) Air Base,49.071701,6.13167,FR
NAL,URMN,Nalchik Airport,43.51290131,43.63660049,RU
NAP,LIRN,Naples International Airport,40.886002,14.2908,IT
NBC,UWKE,Begishevo Airport,55.56470108,52.09249878,RU
NCE,LFMN,Nice-Côte d'Azur Airport,43.65840149,7.215869904,FR
NCL,EGNT,Newcastle Airport,55.03749847,-1.691669941,GB
NCY,LFLP,Annecy-Haute-Savoie-Mont Blanc Airport,45.9308333,6.1063889,FR
NDY,EGES,Sanday Airport,59.25030136,-2.576669931,GB
NEF,UWUF,Neftekamsk Airport,56.10689926,54.34719849,RU
NEI,UHWT,Terney Airport,45.0825,136.5912,RU
NGK,RU-0025,Nogliki Airport,51.780102,143.139008,RU
NHT,EGWU,RAF Northolt,51.5530014,-0.418166995,GB
NIT,LFBN,Niort-Souché Airport,46.313477,-0.394529,FR
NLI,UHNN,Nikolayevsk-na-Amure Airport,53.154999,140.649994,RU
NLV,UKON,Mykolaiv International Airport,47.05789948,31.9197998,UA
NNM,ULAM,Naryan Mar Airport,67.63999939,53.12189865,RU
NNR,EICA,Connemara Regional Airport,53.2303009,-9.467780113,IE
NOC,EIKN,Ireland West Knock Airport,53.91030121,-8.818490028,IE
NOD,EDWS,Norden-Norddeich Airport,53.63305664,7.190278053,DE
NOR,BINF,Norðfjörður Airport,65.13189697,-13.74639988,IS
NOZ,UNWW,Spichenkovo Airport,53.811401,86.877197,RU
NQT,EGBN,Nottingham Airport,52.91999817,-1.079169989,GB
NQY,EGHQ,Newquay Cornwall Airport,50.44060135,-4.995409966,GB
NRD,EDWY,Norderney Airport,53.706944,7.23,DE
NRK,ESSP,Norrköping Airport,58.5862999,16.25060081,SE
NRL,EGEN,North Ronaldsay Airport,59.36750031,-2.434439898,GB
NRN,EDLV,Weeze Airport,51.60240173,6.142169952,DE
NSY,LICZ,Sigonella Navy Air Base,37.401699,14.9224,IT
NTB,ENNO,Notodden Airport,59.565701,9.21222,NO
NTE,LFRS,Nantes Atlantique Airport,47.15319824,-1.610730052,FR
NUE,EDDN,Nuremberg Airport,49.498699,11.078056,DE
NVK,ENNK,Narvik Framnes Airport,68.436897,17.3867,NO
NVR,ULNN,Novgorod Airport,58.49330139,31.24169922,RU
NVS,LFQG,Nevers-Fourchambault Airport,47.00260162,3.113329887,FR
NWI,EGSH,Norwich International Airport,52.67580032,1.282780051,GB
NYA,USHN,Nyagan Airport,62.110001,65.614998,RU
NYO,ESKN,Stockholm Skavsta Airport,58.78860092,16.91220093,SE
NYR,UENN,Nyurba Airport,63.294998,118.336998,RU
OBF,EDMO,Oberpfaffenhofen Airport,48.081402,11.2831,DE
OBN,EGEO,Oban Airport,56.46350098,-5.399670124,GB
OBS,LFHO,Aubenas-Ardèche Méridional Airport,44.544203,4.372192,FR
ODB,LEBA,Córdoba Airport,37.84199905,-4.848879814,ES
ODE,EKOD,Odense Airport,55.47669983,10.33090019,DK
ODH,EGVO,RAF Odiham,51.23410034,-0.942825019,GB
ODS,UKOO,Odessa International Airport,46.42679977,30.67650032,UA
OEL,UUOR,Oryol Yuzhny Airport,52.93470001,36.00220108,RU
OER,ESNO,Örnsköldsvik Airport,63.40829849,18.98999977,SE
OFJ,BIOF,Ólafsfjörður Airport,66.08329773,-18.66670036,IS
OGZ,URMO,Beslan Airport,43.20510101,44.60660172,RU
OHD,LWOH,Ohrid St. Paul the Apostle Airport,41.18,20.7423,MK
OHR,EDXY,Wyk auf Föhr Airport,54.68444443,8.52833271,DE
OKH,EGXJ,RAF Cottesmore,52.735699,-0.648769,GB
OKT,UWUK,Oktyabrskiy Airport,54.43999863,53.38830185,RU
OLA,ENOL,Ørland Airport,63.69889832,9.604000092,NO
OLB,LIEO,Olbia Costa Smeralda Airport,40.898701,9.51763,IT
OLI,BIRF,Rif Airport,64.91139984,-23.82309914,IS
OLO,LKOL,Olomouc Airport,49.587799,17.2108,CZ
OLZ,UEMO,Olyokminsk Airport,60.397499,120.471001,RU
OMO,LQMO,Mostar International Airport,43.28290176,17.84589958,BA
OMR,LROD,Oradea International Airport,47.02529907,21.90250015,RO
ONK,UERO,Olenyok Airport,68.514999,112.480003,RU
OPA,BIKP,Kópasker Airport,66.31079865,-16.4666996,IS
OPO,LPPR,Francisco de Sá Carneiro Airport,41.24810028,-8.681389809,PT
ORB,ESOE,Örebro Airport,59.22370148,15.03800011,SE
ORE,LFOZ,Orléans – Saint-Denis-de-l'Hôtel Airport,47.8969,2.16333,FR
ORK,EICK,Cork Airport,51.84130096,-8.491109848,IE
ORM,EGBK,Sywell Aerodrome,52.30530167,-0.793056011,GB
ORY,LFPO,Paris-Orly Airport,48.7233333,2.3794444,FR
OSD,ESNZ,Åre Östersund Airport,63.19440079,14.50030041,SE
OSF,UUMO,Ostafyevo International Airport,55.511667,37.507222,RU
OSI,LDOS,Osijek Airport,45.46269989,18.81019974,HR
OSK,ESMO,Oskarshamn Airport,57.350498,16.497999,SE
OSL,ENGM,Oslo Gardermoen Airport,60.19390106,11.10039997,NO
OSP,EPSK,Redzikowo Air Base,54.47890091,17.10750008,PL
OSR,LKMT,Ostrava Leos Janá?ek Airport,49.69630051,18.11109924,CZ
OST,EBOS,Ostend-Bruges International Airport,51.19889832,2.862220049,BE
OSW,UWOR,Orsk Airport,51.07249832,58.59560013,RU
OSY,ENNM,Namsos Høknesøra Airport,64.47219849,11.57859993,NO
OSZ,EPKO,Koszalin Zegrze Pomorskie,54.0425,16.2656,PL
OTP,LROP,Henri Coand? International Airport,44.5711111,26.085,RO
OUK,GB-OUK,Outer Skerries Airport,60.4252,-0.75,GB
OUL,EFOU,Oulu Airport,64.930099,25.354601,FI
OVD,LEAS,Asturias Airport,43.56359863,-6.034619808,ES
OXF,EGTK,Oxford (Kidlington) Airport,51.8368988,-1.320000052,GB
OZH,UKDE,Zaporizhzhia International Airport,47.86700058,35.31570053,UA
OZP,LEMO,Moron Air Base,37.17490005,-5.615940094,ES
PAD,EDLP,Paderborn Lippstadt Airport,51.61410141,8.616319656,DE
PAS,LGPA,Paros National Airport,37.020495,25.113195,GR
PDL,LPPD,João Paulo II Airport,37.74119949,-25.69790077,PT
PDV,LBPD,Plovdiv International Airport,42.067799,24.8508,BG
